arquivo_b,stem_normalizado,linha_celular,timepoint_h,arquivo_a,pasta_a,group_key,lote,well,tratamento,estrato,excluida,resolucao,split_key,partition
Snap-27_53_png.rf.YALqveujaUVhAWskGlbw.png,snap-27,SKOV,48,Snap-27.tiff,SKOV/48h,P2|CARBO|F11,P2,F11,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F11,train
Snap-27_98_png.rf.lZ0XIyhITkksp9eS9PWL.png,snap-27,SKOV,24,Snap-27.tiff,SKOV/24h,P2|CARBO|F12,P2,F12,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F12,train
Snap-27_png.rf.fKKLKbf92TUDKJORvts2.png,snap-27,SKOV,0,Snap-27.tiff,SKOV/0h,P2|CARBO|F11,P2,F11,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F11,train
B8 8HR 2_png.rf.0BiUzebEwW7shJEaBWEc.png,b8 8hr 2,HUVEC,8,B8 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||B8,Originais (1),B8,None,HUVEC|None,,ok_hash,SHARED__B8,train
B8 8HR 2_png.rf.jxqMjN8g1DglrNrucNPX.png,b8 8hr 2,HUVEC,8,B8 8HR 2.tiff,HUVEC/8h,originais||None||B8,originais,B8,None,HUVEC|None,,ok_hash,SHARED__B8,train
C5 8HR 2_png.rf.4S1ZdP33ODrC9e0Lly20.png,c5 8hr 2,HUVEC,8,C5 8HR 2.tiff,HUVEC/8h,Originais (1)||None||C5,Originais (1),C5,None,HUVEC|None,,ok_hash,Originais (1)||None||C5,train
B5 8HR 2_png.rf.1bM2nfrE3C3SuMgkQzIF.png,b5 8hr 2,HUVEC,8,B5 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||B5,Originais (1),B5,None,HUVEC|None,,ok_hash,SHARED__B5,train
B5 8HR 2_png.rf.BzRPidTOrz4nL1zIlvSL.png,b5 8hr 2,HUVEC,8,B5 8HR 2.tiff,HUVEC/8h,originais||None||B5,originais,B5,None,HUVEC|None,,ok_hash,SHARED__B5,train
A3 8HR 2_png.rf.NH3fSomZbzpcrUv2Zpj9.png,a3 8hr 2,HUVEC,8,A3 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||A3,Originais (1),A3,None,HUVEC|None,,ok_hash,SHARED__A3,train
A3 8HR 2_png.rf.hdZJ4bXhrTGMuIig6P2Y.png,a3 8hr 2,HUVEC,8,A3 8HR 2.tiff,HUVEC/8h,originais||None||A3,originais,A3,None,HUVEC|None,,ok_hash,SHARED__A3,train
A3 8H 1_png.rf.v5rT2whdOcVMLHtShbvB.png,a3 8h 1,HUVEC,8,A3 8H 1 (3).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||A3,Migração (PET e PEP) n3 - RAW,A3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A3,train
A3 8H 1_png.rf.FFxw1ZoJmSoMVskuVwLP.png,a3 8h 1,HUVEC,8,A3 8H 1 (2).tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PEP||A3,Migração (PET e PEP) n2 - RAW,A3,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP||A3,train
A3 8H 1_png.rf.d60KhXvDmSmp3Oia8S8T.png,a3 8h 1,HUVEC,8,A3 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP+GB||A3,LUIS RAW,A3,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||A3,val
D2 8H 2_png.rf.ybK76wkRwzDKiZ0L7MiW.png,d2 8h 2,HUVEC,8,D2 8H 2 (2).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||D2,Migração (PET e PEP) n3 - RAW,D2,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||D2,test
D2 8H 2_png.rf.NgKIr2nlQL2vytVPvMdS.png,d2 8h 2,HUVEC,8,D2 8H 2.tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,Migração (PET e PEP) n2 - RAW,D2,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PET + NEB 1uM||D2,test
B4 8H 1_png.rf.ukDlkARNqBsdv0bFwPQq.png,b4 8h 1,HUVEC,8,B4 8H 1 (4).tiff,HUVEC/8h,Migração (PET e PEP) n3 - RAW||None||B4,Migração (PET e PEP) n3 - RAW,B4,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B4,train
B4 8H 1_png.rf.KtpKkXfpwTmEw7CHch9M.png,b4 8h 1,HUVEC,8,B4 8H 1 (2).tiff,HUVEC/8h,Migração (PET e PEP) n1 - RAW||PEP||B4,Migração (PET e PEP) n1 - RAW,B4,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B4,val
B4 8H 1_png.rf.hxk5CCjSUNevIOwm2e67.png,b4 8h 1,HUVEC,8,B4 8H 1 (3).tiff,HUVEC/8h,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,Migração (PET e PEP) n2 - RAW,B4,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,train
B4 8H 1_png.rf.OVZZyofXQpVrU06rEdEV.png,b4 8h 1,HUVEC,8,B4 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP+MCC||B4,LUIS RAW,B4,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B4,train
D3 8HR 1_png.rf.FaoUiRzagpKacKgSYTBM.png,d3 8hr 1,HUVEC,8,D3 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||D3,Originais (1),D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
D3 8HR 1_png.rf.GI5XC8sWiPTRUqJb0YiP.png,d3 8hr 1,HUVEC,8,D3 8HR 1.tiff,HUVEC/8h,originais||None||D3,originais,D3,None,HUVEC|None,,ok_hash,SHARED__D3,train
C2 0HR 2_png.rf.J6kywh7upwXA9tcJN3CM.png,c2 0hr 2,HUVEC,0,C2 0HR 2.tiff,HUVEC/0h,Originais (1)||None||C2,Originais (1),C2,None,HUVEC|None,,ok_hash,Originais (1)||None||C2,train
B5 0HR 1_png.rf.J6hP1h51BcAFg4KFN6lN.png,b5 0hr 1,HUVEC,0,B5 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||B5,Originais (1),B5,None,HUVEC|None,,ok_hash,SHARED__B5,train
B5 0HR 1_png.rf.HyxAq2SZFEx1y342m6b9.png,b5 0hr 1,HUVEC,0,B5 0HR 1.tiff,HUVEC/0h,originais||None||B5,originais,B5,None,HUVEC|None,,ok_hash,SHARED__B5,train
A6 8HR 2_png.rf.WsRny9cGQOty4V3HiL8d.png,a6 8hr 2,HUVEC,8,A6 8HR 2 (2).tiff,HUVEC/8h,Originais (1)||None||A6,Originais (1),A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
A6 8HR 2_png.rf.IjykSzEw9bYxIHgxehIC.png,a6 8hr 2,HUVEC,8,A6 8HR 2.tiff,HUVEC/8h,originais||None||A6,originais,A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
A6 12HR 2_png.rf.lDdi03mKpHO8MuNzUwbQ.png,a6 12hr 2,HUVEC,12,A6 12HR 2 (2).tiff,HUVEC/12h,Originais (1)||None||A6,Originais (1),A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
A6 12HR 2_png.rf.GMb60emeHysjXcHliF6w.png,a6 12hr 2,HUVEC,12,A6 12HR 2.tiff,HUVEC/12h,originais||None||A6,originais,A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
Snap-01_29_png.rf.mg28uhmxn5A9je1hvBDV.png,snap-1,SKOV,48,Snap-01.tiff,SKOV/48h,P2|CT|F1,P2,F1,CT,P2|CT,,ok_hash,P2|CT|F1,test
Snap-01_256_png.rf.UMEeIdDQ1Tdk0wE2TII4.png,snap-1,SKOV,72,Snap-01.tiff,SKOV/72h,P1|CT|F1,P1,F1,CT,P1|CT,,ok_hash,P1|CT|F1,test
Snap-01_74_png.rf.WcVEXB4f7Y64yyixQhom.png,snap-1,SKOV,24,Snap-01.tiff,SKOV/24h,P2|CT|F1,P2,F1,CT,P2|CT,,ok_hash,P2|CT|F1,test
Snap-01_148_png.rf.csd0SJGzDaEHVmJESnpM.png,snap-1,SKOV,48,Snap-01 (2).tiff,SKOV/48h,P1|CT|F1,P1,F1,CT,P1|CT,,ok_hash,P1|CT|F1,test
C3 24HR 2_png.rf.nwCMqVszVo4q9siM9NBd.png,c3 24hr 2,HUVEC,24,C3 24HR 2.tiff,HUVEC/24h,Originais (1)||None||C3,Originais (1),C3,None,HUVEC|None,,ok_hash,Originais (1)||None||C3,train
75ug+ptx3_2_png.rf.SrbDSCvTa81lj9UBc0ZR.png,75ug+ptx3 2,SKOV,0,75ug+ptx3_2.tiff,SKOV/0h,P1|GEO+PTX|F12,P1,F12,GEO+PTX,P1|GEO+PTX,,ok_hash,P1|GEO+PTX|F12,test
E8 12H 1_png.rf.dypWhfNRSbBs1ZJ05Vww.png,e8 12h 1,HUVEC,12,E8 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP+MCC||E8,LUIS RAW,E8,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||E8,train
E7 8H 1_png.rf.gdYM2hFU7wl1MjzGuBEr.png,e7 8h 1,HUVEC,8,E7 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP+MCC||E7,LUIS RAW,E7,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||E7,train
A6 24H 2_png.rf.fnzQMmHMSJJ6YxflXcKp.png,a6 24h 2,HUVEC,24,A6 24H 2.tiff,HUVEC/24h,LUIS RAW||PEP+MET3||A6,LUIS RAW,A6,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||A6,train
E7 0H 1_png.rf.eq57LnM2LtCIhSeyDrQF.png,e7 0h 1,HUVEC,0,E7 0H 1.tiff,HUVEC/0h,LUIS RAW||PEP+MCC||E7,LUIS RAW,E7,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||E7,train
E6 24H 1_png.rf.Ukxe2UGpEbEFK0yZCv4y.png,e6 24h 1,HUVEC,24,E6 24H 1.tiff,HUVEC/24h,LUIS RAW||PEP+GB||E6,LUIS RAW,E6,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||E6,train
E6 24H 1_png.rf.SM4It4M2ifLy61R2HAsW.png,e6 24h 1,HUVEC,24,E6 24H 1 (2).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||E6,Migração (PET e PEP) n1 - RAW,E6,PET + NEB 5uM,HUVEC|PET + NEB 5uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||E6,train
A5 8H 1_png.rf.ytVoOCPRdcre6LH0ZiVo.png,a5 8h 1,HUVEC,8,A5 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP||A5,LUIS RAW,A5,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||A5,test
B5 0H 2_png.rf.HYxIIkEiSgJIkbsyH67d.png,b5 0h 2,HUVEC,0,B5 0H 2.tiff,HUVEC/0h,LUIS RAW||PEP||B5,LUIS RAW,B5,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||B5,train
B5 0H 2_png.rf.WRwrrI9JRjNDFvDrJ455.png,b5 0h 2,HUVEC,0,B5 0H 2 (2).tiff,HUVEC/0h,Migração (PET e PEP) n1 - RAW||PEP||B5,Migração (PET e PEP) n1 - RAW,B5,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B5,train
A3 24HR 1_png.rf.zutG6W5yRQFxDl2XXgPv.png,a3 24hr 1,HUVEC,24,A3 24HR 1.tiff,HUVEC/24h,originais||None||A3,originais,A3,None,HUVEC|None,,ok_hash,SHARED__A3,train
A7 8HR 1_png.rf.GjVsnZRPmRuHeMhtZUsG.png,a7 8hr 1,HUVEC,8,A7 8HR 1.tiff,HUVEC/8h,originais||None||A7,originais,A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
A7 8HR 1_png.rf.xk5ZqEQFoQIPE57EFSUg.png,a7 8hr 1,HUVEC,8,A7 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||A7,Originais (1),A7,None,HUVEC|None,,ok_hash,SHARED__A7,train
D7 8HR 1_png.rf.yiUSiqMky143n8J01psP.png,d7 8hr 1,HUVEC,8,D7 8HR 1.tiff,HUVEC/8h,originais||None||D7,originais,D7,None,HUVEC|None,,ok_hash,originais||None||D7,val
D4 8HR 1_png.rf.VEshHRtiysfYv1YrXVR9.png,d4 8hr 1,HUVEC,8,D4 8HR 1.tiff,HUVEC/8h,originais||None||D4,originais,D4,None,HUVEC|None,,ok_hash,originais||None||D4,train
E1 12H 2_png.rf.GKeGTBMimaglOZhGi5n6.png,e1 12h 2,HUVEC,12,E1 12H 2.tiff,HUVEC/12h,LUIS RAW||PEP||E1,LUIS RAW,E1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||E1,train
A8 0HR 2_png.rf.NV2jswG9TWuajrNnrF1h.png,a8 0hr 2,HUVEC,0,A8 0HR 2.tiff,HUVEC/0h,originais||None||A8,originais,A8,None,HUVEC|None,,ok_hash,SHARED__A8,val
A8 0HR 2_png.rf.bBTZEJTn14rSmKt22Tgo.png,a8 0hr 2,HUVEC,0,A8 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||A8,Originais (1),A8,None,HUVEC|None,,ok_hash,SHARED__A8,val
A5 0HR 1_png.rf.LrEs0i1uQ22QfDiczsil.png,a5 0hr 1,HUVEC,0,A5 0hr 1.tiff,HUVEC/0h,Pré-Eclâmpsia||None||A5,Pré-Eclâmpsia,A5,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||A5,train
A5 0HR 1_png.rf.ckTpizxWhCzqrJmwetqV.png,a5 0hr 1,HUVEC,0,A5 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||A5,Originais (1),A5,None,HUVEC|None,,ok_hash,SHARED__A5,train
A5 0hr 1_png.rf.P21lFbirAUEUdzrYW43W.png,a5 0hr 1,HUVEC,0,,,Pré-Eclâmpsia||None||A5,Pré-Eclâmpsia,A5,None,HUVEC|None,,ok_nome_norm,Pré-Eclâmpsia||None||A5,train
D5 8HR 2_png.rf.P7QsrLpJ4DFTTJhgOjMR.png,d5 8hr 2,HUVEC,8,D5 8HR 2.tiff,HUVEC/8h,originais||None||D5,originais,D5,None,HUVEC|None,,ok_hash,originais||None||D5,train
D2 0HR 1_png.rf.Yseya69BivbK87V7yoaI.png,d2 0hr 1,HUVEC,0,D2 0HR 1.tiff,HUVEC/0h,originais||None||D2,originais,D2,None,HUVEC|None,,ok_hash,SHARED__D2,train
D2 0HR 1_png.rf.bPcALf4uyzKTnwN0fLop.png,d2 0hr 1,HUVEC,0,D2 0HR 1 (2).tiff,HUVEC/0h,Originais (1)||None||D2,Originais (1),D2,None,HUVEC|None,,ok_hash,SHARED__D2,train
B4 12H 1_png.rf.um4DWqBv1Ipa6K71V8XD.png,b4 12h 1,HUVEC,12,B4 12H 1 (4).tiff,HUVEC/12h,Migração (PET e PEP) n3 - RAW||None||B4,Migração (PET e PEP) n3 - RAW,B4,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B4,train
B4 12H 1_png.rf.fWkPkc0DWac0jf1b3cMy.png,b4 12h 1,HUVEC,12,B4 12H 1 (2).tiff,HUVEC/12h,Migração (PET e PEP) n1 - RAW||PEP||B4,Migração (PET e PEP) n1 - RAW,B4,PEP,HUVEC|PEP,,ok_hash,Migração (PET e PEP) n1 - RAW||PEP||B4,val
B4 12H 1_png.rf.1ULnxID5MP426B41agfS.png,b4 12h 1,HUVEC,12,B4 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP+MCC||B4,LUIS RAW,B4,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B4,train
B4 12H 1_png.rf.JGwJLxV0CVH4bWwe6o5e.png,b4 12h 1,HUVEC,12,B4 12H 1 (3).tiff,HUVEC/12h,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,Migração (PET e PEP) n2 - RAW,B4,PEP + NEB 5uM,HUVEC|PEP + NEB 5uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 5uM||B4,train
A4 12H 1_png.rf.f914DraQGTSAXxlM75wQ.png,a4 12h 1,HUVEC,12,A4 12H 1.tiff,HUVEC/12h,LUIS RAW||PEP+MCC||A4,LUIS RAW,A4,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||A4,val
D1 8HR 1_png.rf.Pm37sn4g0olAl9FUCP58.png,d1 8hr 1,HUVEC,8,D1 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||D1,Originais (1),D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
D1 8HR 1_png.rf.7pXlMXWWJkv2xLuAp89c.png,d1 8hr 1,HUVEC,8,D1 8HR 1.tiff,HUVEC/8h,originais||None||D1,originais,D1,None,HUVEC|None,,ok_hash,SHARED__D1,train
C4 0HR 2_png.rf.JlOkG4pOgUprJJbRw5eR.png,c4 0hr 2,HUVEC,0,C4 0HR 2.tiff,HUVEC/0h,Originais (1)||None||C4,Originais (1),C4,None,HUVEC|None,,ok_hash,Originais (1)||None||C4,train
C3 8HR 2_png.rf.NDuVMEvWWQUYtYk3QJzS.png,c3 8hr 2,HUVEC,8,C3 8HR 2.tiff,HUVEC/8h,Originais (1)||None||C3,Originais (1),C3,None,HUVEC|None,,ok_hash,Originais (1)||None||C3,train
C3 0HR 1_png.rf.OA8x6g62ex8LdXxsap7v.png,c3 0hr 1,HUVEC,0,C3 0HR 1.tiff,HUVEC/0h,Originais (1)||None||C3,Originais (1),C3,None,HUVEC|None,,ok_hash,Originais (1)||None||C3,train
C8 0HR 2_png.rf.ksYRDeDDBvRanUMEGDwa.png,c8 0hr 2,HUVEC,0,C8 0HR 2.tiff,HUVEC/0h,Originais (1)||None||C8,Originais (1),C8,None,HUVEC|None,,ok_hash,Originais (1)||None||C8,train
A6 24HR 1_png.rf.CZ0i116BOFib9CK6D6Hv.png,a6 24hr 1,HUVEC,24,A6 24HR 1.tiff,HUVEC/24h,originais||None||A6,originais,A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
A8 24HR 1_png.rf.F2SAC8rwjoPatolKRN77.png,a8 24hr 1,HUVEC,24,A8 24HR 1.tiff,HUVEC/24h,originais||None||A8,originais,A8,None,HUVEC|None,,ok_hash,SHARED__A8,val
A6 24HR 2_png.rf.F3wCxWuKgUbiNXYsfCns.png,a6 24hr 2,HUVEC,24,A6 24HR 2.tiff,HUVEC/24h,originais||None||A6,originais,A6,None,HUVEC|None,,ok_hash,SHARED__A6,train
D5 24HR 2_png.rf.Gkher8iaMtSCl47ZU9Su.png,d5 24hr 2,HUVEC,24,D5 24HR 2.tiff,HUVEC/24h,originais||None||D5,originais,D5,None,HUVEC|None,,ok_hash,originais||None||D5,train
B4 0HR 2_png.rf.7USPOPdGDFudVKwE8pKs.png,b4 0hr 2,HUVEC,0,B4 0HR 2.tiff,HUVEC/0h,originais||None||B4,originais,B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
B4 0HR 2_png.rf.R9MSxxUNnkRnpGTFpH6a.png,b4 0hr 2,HUVEC,0,B4 0HR 2 (2).tiff,HUVEC/0h,Originais (1)||None||B4,Originais (1),B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
C6 8HR 2_png.rf.ZTn7cYhBLwnj3BXm8diw.png,c6 8hr 2,HUVEC,8,C6 8HR 2.tiff,HUVEC/8h,Originais (1)||None||C6,Originais (1),C6,None,HUVEC|None,,ok_hash,Originais (1)||None||C6,val
B4 8HR 1_png.rf.Zx3F3jtSvOWycP03uETm.png,b4 8hr 1,HUVEC,8,B4 8HR 1 (2).tiff,HUVEC/8h,Originais (1)||None||B4,Originais (1),B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
B4 8HR 1_png.rf.B29qeJZkdECj8CR3RnLZ.png,b4 8hr 1,HUVEC,8,B4 8HR 1.tiff,HUVEC/8h,originais||None||B4,originais,B4,None,HUVEC|None,,ok_hash,SHARED__B4,train
C4 0HR 1_png.rf.hxKvqnSdYZdDCX5ISZcP.png,c4 0hr 1,HUVEC,0,C4 0HR 1.tiff,HUVEC/0h,Originais (1)||None||C4,Originais (1),C4,None,HUVEC|None,,ok_hash,Originais (1)||None||C4,train
Snap-18_png.rf.0cME4hjYM0557eYc0iSp.png,snap-18,SKOV,0,Snap-18.tiff,SKOV/0h,P2|CARBO|F2,P2,F2,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F2,train
Snap-18_122_png.rf.rEzRHI9DOsMmEv8NXGFz.png,snap-18,SKOV,48,Snap-18 (2).tiff,SKOV/48h,P1|PTX|F2,P1,F2,PTX,P1|PTX,,ok_hash,P1|PTX|F2,train
Snap-18_182_png.rf.0olrnxTCWxDIVmtPK3HA.png,snap-18,SKOV,24,Snap-18 (2).tiff,SKOV/24h,P1|PTX|F2,P1,F2,PTX,P1|PTX,,ok_hash,P1|PTX|F2,train
Snap-18_48_png.rf.dOk2ClCgbcYApxR6XtAY.png,snap-18,SKOV,48,Snap-18.tiff,SKOV/48h,P2|CARBO|F2,P2,F2,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F2,train
Snap-18_242_png.rf.sg4fkcHavt8IVG7Qq0vy.png,snap-18,SKOV,72,Snap-18.tiff,SKOV/72h,P1|PTX|F13,P1,F13,PTX,P1|PTX,,ok_hash,P1|PTX|F13,train
Snap-18_93_png.rf.vdsK3Pm2Jw59MfN6akCm.png,snap-18,SKOV,24,Snap-18.tiff,SKOV/24h,P2|CARBO|F3,P2,F3,CARBO,P2|CARBO,,ok_hash,P2|CARBO|F3,val
C1 0HR 2_png.rf.cofLTSxW3gxzQSKdJLlN.png,c1 0hr 2,HUVEC,0,C1 0HR 2.tiff,HUVEC/0h,Originais (1)||None||C1,Originais (1),C1,None,HUVEC|None,,ok_hash,Originais (1)||None||C1,val
D8 0HR 2_png.rf.6vZ69MlNa4M4RK00CrsX.png,d8 0hr 2,HUVEC,0,D8 0HR 2.tiff,HUVEC/0h,originais||None||D8,originais,D8,None,HUVEC|None,,ok_hash,originais||None||D8,train
D6 8HR 2_png.rf.5nPaWGjUg2mp8jLco95k.png,d6 8hr 2,HUVEC,8,D6 8HR 2.tiff,HUVEC/8h,originais||None||D6,originais,D6,None,HUVEC|None,,ok_hash,originais||None||D6,test
D6 0HR 1_png.rf.4oKYhxLKMYTeZrBOsGpy.png,d6 0hr 1,HUVEC,0,D6 0HR 1.tiff,HUVEC/0h,originais||None||D6,originais,D6,None,HUVEC|None,,ok_hash,originais||None||D6,test
B6 24H 2_png.rf.g9EmKb8Cdam9r5SMpZY2.png,b6 24h 2,HUVEC,24,B6 24H 2.tiff,HUVEC/24h,LUIS RAW||PEP+MET3||B6,LUIS RAW,B6,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||B6,test
B6 24H 2_png.rf.on5eSF0it6xiMzlvQBIL.png,b6 24h 2,HUVEC,24,B6 24H 2 (2).tiff,HUVEC/24h,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||B6,Migração (PET e PEP) n1 - RAW,B6,PET + NEB 1uM,HUVEC|PET + NEB 1uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PET + NEB 1uM||B6,train
B8 0H 2_png.rf.fGRjTfUOLs3peda6Im4w.png,b8 0h 2,HUVEC,0,B8 0H 2.tiff,HUVEC/0h,LUIS RAW||PEP+MCC||B8,LUIS RAW,B8,PEP+MCC,HUVEC|PEP+MCC,,ok_hash,LUIS RAW||PEP+MCC||B8,train
F1 0H 2_png.rf.gBMJC85G4OOdikrMFcEc.png,f1 0h 2,HUVEC,0,F1 0H 2.tiff,HUVEC/0h,LUIS RAW||PET||F1,LUIS RAW,F1,PET,HUVEC|PET,,ok_hash,LUIS RAW||PET||F1,test
E6 12H 2_png.rf.TsrNibUXSGYTAPRKTkyw.png,e6 12h 2,HUVEC,12,E6 12H 2.tiff,HUVEC/12h,LUIS RAW||PEP+GB||E6,LUIS RAW,E6,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||E6,train
E6 12H 2_png.rf.BlAfZigMj5CseFC1MU6w.png,e6 12h 2,HUVEC,12,E6 12H 2 (2).tiff,HUVEC/12h,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||E6,Migração (PET e PEP) n1 - RAW,E6,PET + NEB 5uM,HUVEC|PET + NEB 5uM,,ok_hash,Migração (PET e PEP) n1 - RAW||PET + NEB 5uM||E6,train
B1 24H 2_png.rf.aL5f9PxXXKHrQSCq7Jm9.png,b1 24h 2,HUVEC,24,B1 24H 2 (2).tiff,HUVEC/24h,LUIS RAW||PEP||B1,LUIS RAW,B1,PEP,HUVEC|PEP,,ok_hash,LUIS RAW||PEP||B1,train
B1 24H 2_png.rf.4qaCftKSaA7xUEOjNTbd.png,b1 24h 2,HUVEC,24,B1 24H 2 (4).tiff,HUVEC/24h,Migração (PET e PEP) n3 - RAW||None||B1,Migração (PET e PEP) n3 - RAW,B1,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||B1,train
B1 24h 2_png.rf.DK9BzMN7LNGZvsVA1LaO.png,b1 24h 2,HUVEC,24,B1 24h 2.tiff,HUVEC/24h,Pré-Eclâmpsia||None||B1,Pré-Eclâmpsia,B1,None,HUVEC|None,,ok_hash,Pré-Eclâmpsia||None||B1,train
B1 24H 2_png.rf.WAXPIALQ8VqzYoMup3J4.png,b1 24h 2,HUVEC,24,B1 24H 2 (3).tiff,HUVEC/24h,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,Migração (PET e PEP) n2 - RAW,B1,PEP + NEB 1uM,HUVEC|PEP + NEB 1uM,,ok_hash,Migração (PET e PEP) n2 - RAW||PEP + NEB 1uM||B1,test
E4 8H 1_png.rf.fGHz8CYQImAFmfxXWS4M.png,e4 8h 1,HUVEC,8,E4 8H 1.tiff,HUVEC/8h,LUIS RAW||PEP+MET3||E4,LUIS RAW,E4,PEP+MET3,HUVEC|PEP+MET3,,ok_hash,LUIS RAW||PEP+MET3||E4,train
E4 8H 1_png.rf.yngxpz19E6gtMv7TZwNY.png,e4 8h 1,HUVEC,8,E4 8H 1 (2).tiff,HUVEC/8h,Migração (PET e PEP) n1 - RAW||PET||E4,Migração (PET e PEP) n1 - RAW,E4,PET,HUVEC|PET,,ok_hash,Migração (PET e PEP) n1 - RAW||PET||E4,train
A3 0H 1_png.rf.4oL1M95z5XQoppHkibCl.png,a3 0h 1,HUVEC,0,A3 0H 1.tiff,HUVEC/0h,LUIS RAW||PEP+GB||A3,LUIS RAW,A3,PEP+GB,HUVEC|PEP+GB,,ok_hash,LUIS RAW||PEP+GB||A3,val
A3 0H 1_png.rf.SCgzOX4C9GJqoXUBS7cD.png,a3 0h 1,HUVEC,0,A3 0H 1 (3).tiff,HUVEC/0h,Migração (PET e PEP) n3 - RAW||None||A3,Migração (PET e PEP) n3 - RAW,A3,None,HUVEC|None,,ok_hash,Migração (PET e PEP) n3 - RAW||None||A3,train
