file,cell,tp,part,res,n_ann,frac
D5 24HR 1_png.rf.sDFAJWdDjqdrITgZldmr.png,HUVEC,24,train,nativo,1,7.635
A7 8HR 2_png.rf.dobLaJPosWiABykLZnGP.png,HUVEC,8,train,nativo,1,7.664
C4 12H 1_png.rf.nxObaX6CWz1uDD74w2Bh.png,HUVEC,12,train,nativo,1,7.682
Snap-04_23_png.rf.1BJgEenRWx1JWIEQf9Lv.png,SKOV-3,48,train,nativo,4,7.728
A8 12HR 2_png.rf.VAU0OVpOBwbG6A1pJf3X.png,HUVEC,12,train,nativo,1,7.74
A4 8h 1_png.rf.wzNbwvhm0kl6bKa5E0vn.png,HUVEC,8,train,640,1,7.74
D4 24H 2_png.rf.bXNtPd8AhEwgaAh3hG1b.png,HUVEC,24,train,nativo,1,7.743
C3 12H 1_png.rf.8gC4xRzYoHNmtFsxKAAM.png,HUVEC,12,train,nativo,1,7.781
A7 12HR 1_png.rf.izsMjIhbUB8VuAWUFhrt.png,HUVEC,12,train,nativo,1,7.844
D8 24HR 1_png.rf.N3wjvhmJtPekb934O9zh.png,HUVEC,24,train,nativo,1,7.898
E6 8H 1_png.rf.aiTpRNkpOLX1i5ifEBmk.png,HUVEC,8,train,nativo,1,7.912
C1 12HR 2_png.rf.OcIfPfUZwnSUShLaLbR6.png,HUVEC,12,train,nativo,1,7.942
D8 24HR 2_png.rf.6LVfhov35InNNnP8TyCy.png,HUVEC,24,train,nativo,1,7.956
E6 24H 2_png.rf.xPxa5zfkuhQQMYWCu9UE.png,HUVEC,24,train,nativo,1,7.974
A4 24HR 1_png.rf.75GZJLc3WH0k8HUxjdH2.png,HUVEC,24,train,nativo,1,7.977
Snap-05_20_png.rf.0ZVYxRfLCmMj9Gx6Z8HM.png,SKOV-3,48,train,nativo,3,7.986
A8 24H 2_png.rf.AzWxHWfd8wEnR1h6JyIh.png,HUVEC,24,train,nativo,1,8.011
A8 8HR 1_png.rf.dtanFTPPB7d3AAVn3zQY.png,HUVEC,8,train,nativo,1,8.027
D2 24H 2_png.rf.Dr2SascrSZ4uku6feLCZ.png,HUVEC,24,train,nativo,2,8.028
E3 12H 1_png.rf.jJifoEwEiTeMrkQvogrH.png,HUVEC,12,train,nativo,1,8.041
Snap-55_107_png.rf.sR9Ln7DKRgZ1U7IHe31n.png,SKOV-3,24,train,nativo,2,8.136
B8 8HR 1_png.rf.8IIu6eJhJrcV73IQECSg.png,HUVEC,8,train,nativo,1,8.166
Snap-12_24_png.rf.Ru6LnkVq8ptg2oaXuud7.png,SKOV-3,48,train,nativo,1,8.185
B7 12HR 2_png.rf.2naBscJhLFudgg7E7FPf.png,HUVEC,12,train,nativo,1,8.202
A4 8HR 1_png.rf.zapxIcIaLMQGJ9HbDNKV.png,HUVEC,8,train,nativo,1,8.209
C3 24H 2_png.rf.1wSY2UkYqgHSdnWl4F25.png,HUVEC,24,train,nativo,1,8.227
E2 8H 1_png.rf.gvQssAqfXsQcZbrYTdOM.png,HUVEC,8,train,nativo,1,8.282
B1 24H 1_png.rf.0deSBQxLbdnRzJ0lo2os.png,HUVEC,24,train,nativo,1,8.288
B7 12HR 1_png.rf.ctLu7rRENpG6jwIQGRSW.png,HUVEC,12,train,nativo,1,8.339
Snap-33_82_png.rf.0OBavEsnW2E5DqKbGtgA.png,SKOV-3,24,train,nativo,2,8.377
D7 12HR 1_png.rf.dFUzUezEiRccyrBtvl3h.png,HUVEC,12,train,nativo,1,8.39
C4 12HR 1_png.rf.EqgembSnrmnXBxolioKo.png,HUVEC,12,train,nativo,1,8.399
B2 12HR 1_png.rf.w4CHV1tZNpptkrhPRYlw.png,HUVEC,12,train,nativo,1,8.426
C8 12hr 1_png.rf.StaAYDi9jKXiNSmVkLL4.png,HUVEC,12,train,640,1,8.432
A4 8HR 2_png.rf.ueLU3zjhuubW2d81ZDX5.png,HUVEC,8,train,nativo,1,8.473
D3 8H 2_png.rf.lKTVmjEr9xNW7FMHXCoW.png,HUVEC,8,train,nativo,1,8.5
E3 12H 1_png.rf.ybUIm3WuR8reiKcz0SpQ.png,HUVEC,12,train,nativo,1,8.503
D7 12HR 2_png.rf.Mx3Pfn3ormlryV7b2yzz.png,HUVEC,12,train,nativo,1,8.579
Snap-04_68_png.rf.qa33swNedVvsWNkINBRJ.png,SKOV-3,24,train,nativo,2,8.623
C1 8HR 1_png.rf.oOkkW323fjLb20ujmYdI.png,HUVEC,8,train,nativo,1,8.63
D6 12HR 1_png.rf.ubRw3PS7ChSpjR6oUsaw.png,HUVEC,12,train,nativo,1,8.676
Snap-61_png.rf.jjph9AjAMjC05RAi810r.png,SKOV-3,24,train,nativo,3,8.678
B8 12hr 1_png.rf.shTHCf0lYwAgMJRKyceK.png,HUVEC,12,train,640,1,8.689
C6 8HR 1_png.rf.LzXYa6hwLhDPIyF9Vnhm.png,HUVEC,8,train,nativo,1,8.698
B4 12H 2_png.rf.nhpn6bL5wOSsBbHPHC5k.png,HUVEC,12,train,nativo,1,8.7
Snap-14_63_png.rf.CP0h7e9qVBHWMIowPwi3.png,SKOV-3,24,train,nativo,2,8.707
Snap-57_14_png.rf.zzuxYUS6GURsSfNtRXi0.png,SKOV-3,48,train,nativo,2,8.745
A4 12hr 1_png.rf.XWAGCiM6UOAh8GvapFEg.png,HUVEC,12,train,640,1,8.749
A1 24H 2_png.rf.mCVQkyudUMkUKQP8oD3Z.png,HUVEC,24,train,nativo,1,8.769
A3 24HR 2_png.rf.veAAJvQ7Awbgl7YllARv.png,HUVEC,24,train,nativo,1,8.772
Snap-50_8_png.rf.GllVB6GPGv2m6wnXP8At.png,SKOV-3,48,train,nativo,2,8.797
C1 8H 2_png.rf.8TQZveqFbURBQXdhXt39.png,HUVEC,8,train,nativo,1,8.836
Snap-06_207_png.rf.m5JajGmMom6qRqZWTY3C.png,SKOV-3,24,train,nativo,3,8.853
A2 8HR 2_png.rf.u3NMC3KSQZdSv2RTyFC5.png,HUVEC,8,train,nativo,1,8.863
C7 12hr 2_png.rf.On4PgSthEawXN0tYNcLD.png,HUVEC,12,train,640,1,8.864
A7 12HR 2_png.rf.LGr3s2Yj4OY0qdGUWghJ.png,HUVEC,12,train,nativo,1,8.871
B5 8H 1_png.rf.OgNl7n5SIXkGIuU1InnN.png,HUVEC,8,train,nativo,1,8.898
A4 12H 1_png.rf.f914DraQGTSAXxlM75wQ.png,HUVEC,12,train,nativo,1,8.922
B2 12hr 1_png.rf.UxcbtO0l2izDJyfYDkL3.png,HUVEC,12,train,640,1,8.925
E8 8H 1_png.rf.d0fLnYxhr9KQ1hDPt1Lg.png,HUVEC,8,train,nativo,1,8.951
A2 24HR 2_png.rf.BDWEbOGVMFPOsxkHkO6A.png,HUVEC,24,train,nativo,1,8.954
A8 12HR 2_png.rf.us5pv6GHD379VoqxMyqM.png,HUVEC,12,train,nativo,1,8.971
B3 8hr_1_png.rf.MRR11Hqlfmu6ZYq3vSSJ.png,HUVEC,8,train,640,1,8.984
C7 12HR 2_png.rf.FcP7oeCPkBbZtSE7blxW.png,HUVEC,12,train,nativo,1,9.046
B2 8HR 1_png.rf.lg2ZKkivuwGiadmG9MEX.png,HUVEC,8,train,nativo,1,9.061
C7 12HR 1_png.rf.p7Qf3xN5TeeAvsXHE1uc.png,HUVEC,12,train,nativo,1,9.076
A2 24H 2_png.rf.Ncwo4IoTmtPiUtCVQfYJ.png,HUVEC,24,train,nativo,1,9.077
C1 12H 2_png.rf.oH0a5HttFWqoBJ0RowWP.png,HUVEC,12,train,nativo,1,9.087
A8 12HR 1_png.rf.S0EDn8crl6auGSHhKnlu.png,HUVEC,12,train,nativo,1,9.122
C3 0H 1_png.rf.RnULYdovSpgOgllwCh6N.png,HUVEC,0,train,nativo,1,9.167
A1 12H 2_png.rf.dAVbzvgvDzaa4i3J6C3M.png,HUVEC,12,train,nativo,1,9.184
C3 8H 1_png.rf.aUtWxOp3N6x2Sm6L3Pxy.png,HUVEC,8,train,nativo,1,9.202
Snap-12_247_png.rf.bejYN9qav9OwHOvHDtwA.png,SKOV-3,72,train,nativo,1,9.222
B2 8HR 2_png.rf.CDPLfmkL04TkJQcPXF00.png,HUVEC,8,train,nativo,1,9.237
C3 8HR 1_png.rf.3ZBgwt8GCK0Md4Ee2BHb.png,HUVEC,8,train,nativo,1,9.416
D3 8H 1_png.rf.6I3dod8wB6YDO4ZLWh12.png,HUVEC,8,train,nativo,1,9.421
C3 8HR 2_png.rf.NDuVMEvWWQUYtYk3QJzS.png,HUVEC,8,train,nativo,1,9.493
E3 8H 2_png.rf.JTkZ7wGK8TZqcNr0iQ9Z.png,HUVEC,8,train,nativo,1,9.5
D3 8HR 2_png.rf.LEuU784LmF86wgJYPaQU.png,HUVEC,8,train,nativo,1,9.501
A7 8HR 2_png.rf.XLvSf5YShAgMNDunOMd0.png,HUVEC,8,train,nativo,1,9.519
B2 8HR 1_png.rf.yDRw8b992nssA36AG9VH.png,HUVEC,8,train,nativo,1,9.596
B3 8HR 2_png.rf.0ng2hlYGkGmIuFw7pcZV.png,HUVEC,8,train,nativo,1,9.641
B1 12H 2_png.rf.80CRi2GWTeZLSA1jOyls.png,HUVEC,12,train,nativo,1,9.667
C8 8HR 1_png.rf.D6drV1sVRsS2i9BLf4Zq.png,HUVEC,8,train,nativo,1,9.682
D7 8HR 1_png.rf.yiUSiqMky143n8J01psP.png,HUVEC,8,train,nativo,1,9.69
B3 8hr_1_png.rf.txxSmsq228gvXlUcivy5.png,HUVEC,8,train,640,1,9.712
D1 12H 1_png.rf.vnjXHiF1GI01imDeAgku.png,HUVEC,12,train,nativo,1,9.721
B6 8HR 1_png.rf.p2EJqFyR41XjsHo60u8I.png,HUVEC,8,train,nativo,1,9.734
B2 8HR 2_png.rf.d5SKUoUKuKOaQUQwpC9U.png,HUVEC,8,train,nativo,1,9.747
C5 8HR 2_png.rf.4S1ZdP33ODrC9e0Lly20.png,HUVEC,8,train,nativo,1,9.769
B3 8HR 1_png.rf.1lxskQttQuNZ6jmrtim1.png,HUVEC,8,train,nativo,1,9.805
C2 12HR 1_png.rf.l390bw2HqVpVFdkva9rC.png,HUVEC,12,train,nativo,1,9.805
A8 8HR 1_png.rf.FR3WD9dC9DpfpVWMB2SQ.png,HUVEC,8,train,nativo,1,9.809
E6 8H 1_png.rf.9FbfyZAyJYAjvbhnQKNC.png,HUVEC,8,train,nativo,1,9.823
E5 24H 2_png.rf.6vTK4uKSq2so4Qygh6pa.png,HUVEC,24,train,nativo,1,9.854
B4 24H 2_png.rf.xxfOaydli3MnWDQgI8Hg.png,HUVEC,24,train,nativo,2,9.922
B3 12HR 1_png.rf.sXw2VuiBVAa9Aftwl9le.png,HUVEC,12,train,nativo,1,10.014
E6 12H 2_png.rf.BlAfZigMj5CseFC1MU6w.png,HUVEC,12,train,nativo,1,10.052
D6 8HR 1_png.rf.Xkg7J2fPAbBTBVgUt0K6.png,HUVEC,8,train,nativo,1,10.069
E2 12H 1_png.rf.mEQXwAOzJk0IJFIXfI76.png,HUVEC,12,train,nativo,1,10.099
B8 8HR 2_png.rf.0BiUzebEwW7shJEaBWEc.png,HUVEC,8,train,nativo,1,10.129
A8 8HR 2_png.rf.EJjkqscJBx39tXPg49pe.png,HUVEC,8,train,nativo,1,10.131
A1 12H 1_png.rf.tw98uu5NmZJ60AaEheGe.png,HUVEC,12,train,nativo,1,10.186
B3 8H 1_png.rf.omgWK7mobEFIqpuUgMv3.png,HUVEC,8,train,nativo,2,10.203
Snap-44_230_png.rf.DTYO8Kp6HurpQGqbOhho.png,SKOV-3,24,train,nativo,1,10.235
B6 8HR 2_png.rf.bHSaiKrngLQxd2WS4VGz.png,HUVEC,8,train,nativo,1,10.253
B3 12hr 1_png.rf.zZhyC5IrePWDZDHRw4ae.png,HUVEC,12,train,640,1,10.254
A2 24HR 1_png.rf.Ui49cupMaTI531NWJK6R.png,HUVEC,24,train,nativo,1,10.266
C6 8HR 2_png.rf.ZTn7cYhBLwnj3BXm8diw.png,HUVEC,8,train,nativo,1,10.273
C5 8HR 1_png.rf.npq1TT4tFnUwL9fyEtxf.png,HUVEC,8,train,nativo,1,10.289
B2 8H 1_png.rf.1sEMLb1fXZPZHJjrhVPy.png,HUVEC,8,train,nativo,1,10.301
B5 12H 2_png.rf.nYYzQ0IVdWzjIE93TQVB.png,HUVEC,12,train,nativo,1,10.302
B7 8HR 2_png.rf.yDoXeIkOiLCyfJbfAIKB.png,HUVEC,8,train,nativo,1,10.336
E3 8H 1_png.rf.ydjYbDPXt2Ll0FuF5dXC.png,HUVEC,8,train,nativo,1,10.345
C4 8HR 1_png.rf.SWDpLEy94U9PmlA9XW2A.png,HUVEC,8,train,nativo,1,10.347
A8 8HR 2_png.rf.Sl3eGhF0H3bFdH9ednkA.png,HUVEC,8,train,nativo,1,10.387
E4 12H 1_png.rf.KRVDSp5DFhpm9hFLfjy9.png,HUVEC,12,train,nativo,1,10.392
B6 8HR 1_png.rf.ezE4khDWYhT8i1EBIy2m.png,HUVEC,8,train,nativo,1,10.438
Snap-33_231_png.rf.JAemjrnP9ImKmVmpRfzn.png,SKOV-3,24,train,nativo,1,10.453
D7 8HR 2_png.rf.a4Rq2C5edIO0EU87k5E6.png,HUVEC,8,train,nativo,1,10.469
B2 24H 1_png.rf.INyMxE58uzRFbh8B31Ps.png,HUVEC,24,train,nativo,1,10.539
C1 8HR 2_png.rf.PMVIRdN64tpFyIzD2E33.png,HUVEC,8,train,nativo,1,10.563
D5 12HR 2_png.rf.R9D5BB9IshtABWWWswKd.png,HUVEC,12,train,nativo,2,10.577
E4 12H 2_png.rf.lZSPsrmbRSyhfiXorh1s.png,HUVEC,12,train,nativo,1,10.589
Snap-07_204_png.rf.H0N5xKu4UYwZk6TNY3Xd.png,SKOV-3,24,train,nativo,2,10.598
B3 12hr 2_png.rf.VGbRnN8WbzouxdvfefLU.png,HUVEC,12,train,640,1,10.598
Snap-22_47_png.rf.goBhEPZmqBfPgEE2CLWx.png,SKOV-3,48,train,nativo,1,10.614
A7 8HR 1_png.rf.GjVsnZRPmRuHeMhtZUsG.png,HUVEC,8,train,nativo,1,10.685
B3 24H 1_png.rf.2JmsG9wGoR29jy6DRUHa.png,HUVEC,24,train,nativo,1,10.695
Snap-12_203_png.rf.JEql0PcElKuzYrOsXGDk.png,SKOV-3,24,train,nativo,1,10.708
E5 12H 1_png.rf.vKjtC2NdhKnfpZY8ceRO.png,HUVEC,12,train,nativo,1,10.763
B3 12HR 2_png.rf.53uaZIgUjykC3AHiGB7Y.png,HUVEC,12,train,nativo,1,10.77
C4 8HR 2_png.rf.75jApVB4zrpuft44xaOb.png,HUVEC,8,train,nativo,1,10.829
B3 24H 2_png.rf.JIWJJuOjEyFnBTTqWboN.png,HUVEC,24,train,nativo,1,10.833
B8 8HR 1_png.rf.1XhLImMb5AZhR76Gahzd.png,HUVEC,8,train,nativo,1,10.878
A4 12hr 2_png.rf.BAu6tJBDY6cRZV3MNUCm.png,HUVEC,12,train,640,1,10.956
Snap-57_118_png.rf.ujk8XtRp7brOc2jVj3FQ.png,SKOV-3,24,train,nativo,2,10.971
A3 12H 2_png.rf.NvDDUGcSzZJ4EVcSGloI.png,HUVEC,12,train,nativo,1,10.993
Snap-16_253_png.rf.tk6oVd2Y7bRBeFcFLmiY.png,SKOV-3,72,train,nativo,2,11.005
B5 12HR 1_png.rf.RtHZKiYSCyEezrDzpSXm.png,HUVEC,12,train,nativo,1,11.017
C8 8HR 2_png.rf.GtOIvrjebfVcbHVdwBO9.png,HUVEC,8,train,nativo,1,11.025
Snap-42_31_png.rf.J9V2UJndHRoslGdxrcqU.png,SKOV-3,48,train,nativo,1,11.038
E3 8H 1_png.rf.UfzabC0joqrxRr8cl3uJ.png,HUVEC,8,train,nativo,1,11.121
B1 8H 1_png.rf.xsq5BkCBkpc4G5otns1Z.png,HUVEC,8,train,nativo,1,11.181
B3 24H 1_png.rf.qfRsFXKWsC6TWRFF9Taw.png,HUVEC,24,train,nativo,1,11.211
C4 12H 2_png.rf.H2Y5R9zDxcuoXPVFCHZX.png,HUVEC,12,train,nativo,1,11.219
B8 8HR 2_png.rf.jxqMjN8g1DglrNrucNPX.png,HUVEC,8,train,nativo,1,11.275
D8 12HR 1_png.rf.JKs3STlcbpg5fEO1WWeO.png,HUVEC,12,train,nativo,1,11.28
A3 24HR 1_png.rf.zutG6W5yRQFxDl2XXgPv.png,HUVEC,24,train,nativo,1,11.282
Snap-45_84_png.rf.PwtbQ0TcIu75QL9i4MKM.png,SKOV-3,24,train,nativo,2,11.305
D1 8H 1_png.rf.6S1MX1FR4Rawy7SjqcqO.png,HUVEC,8,train,nativo,1,11.323
B4 12HR 2_png.rf.T9zwB1CKrAIJWPxFGcE5.png,HUVEC,12,train,nativo,1,11.343
A6 12HR 2_png.rf.GMb60emeHysjXcHliF6w.png,HUVEC,12,train,nativo,1,11.36
A3 8H 2_png.rf.Jd8eqN8fihgALwNrv3MY.png,HUVEC,8,train,nativo,1,11.375
A2 8H 2_png.rf.IpJ4MtWtbGzE5G2qM41m.png,HUVEC,8,train,nativo,1,11.455
C7 8HR 1_png.rf.BLjG0NJpvYU22o7jYGgz.png,HUVEC,8,train,nativo,1,11.46
A2 12hr_1_png.rf.6rEheJw5tSaKOU3wPVHa.png,HUVEC,12,train,640,1,11.473
B2 24H 2_png.rf.2B8Ciuc7mmIxPuHxOZLz.png,HUVEC,24,train,nativo,1,11.492
D8 12HR 2_png.rf.nN3nI8qkxWm9AYmHegxJ.png,HUVEC,12,train,nativo,1,11.55
B1 12H 1_png.rf.hxez3ZUDKYx4aEhWMxMN.png,HUVEC,12,train,nativo,1,11.576
D2 12H 1_png.rf.mezBEqY820hvyAhYbL2o.png,HUVEC,12,train,nativo,1,11.584
B4 12hr 2_png.rf.6MFKtv79wCTIK0YDsTYm.png,HUVEC,12,train,640,1,11.636
Snap-23_120_png.rf.RTu1fn8eOhvIxcBB0XgF.png,SKOV-3,48,train,nativo,1,11.639
A1 8H 1_png.rf.rUhuaOllIpd124SZ1Xbk.png,HUVEC,8,train,nativo,1,11.648
C3 12H 1_png.rf.k3Ehizb9KQn1GS9CC4y2.png,HUVEC,12,train,nativo,1,11.655
B7 8HR 1_png.rf.U3U7uwlzmFkSpDnTdHXo.png,HUVEC,8,train,nativo,1,11.663
A8 12H 2_png.rf.iwAAm3aDnFW8KsAeSu6J.png,HUVEC,12,train,nativo,1,11.666
B7 8HR 2_png.rf.6EowOoKvvsLORMwWwBzP.png,HUVEC,8,train,nativo,1,11.676
A3 24H 1_png.rf.ZkTdxPADA9eK1ZS8wJQP.png,HUVEC,24,train,nativo,1,11.712
A4 12HR 2_png.rf.rpQDqLFh0SaadBHHtKo3.png,HUVEC,12,train,nativo,1,11.743
C1 8H 1_png.rf.Ay4yt6ak3p7WdjXvlv87.png,HUVEC,8,train,nativo,1,11.787
D8 8HR 2_png.rf.1L3Omzx8xqzZfciIrFV1.png,HUVEC,8,train,nativo,1,11.789
A1 8H 1_png.rf.liKAKGJsx7rWvR2CTGjM.png,HUVEC,8,train,nativo,1,11.798
B6 8HR 2_png.rf.lL8VF3TnnS6JnU7Tc7Wa.png,HUVEC,8,train,nativo,1,11.819
B7 12H 2_png.rf.m99XnRmyLF7wLmP2Pgs0.png,HUVEC,12,train,nativo,1,11.835
C7 8hr 1_png.rf.G3Sj8OMnkq6nHC5SOjbi.png,HUVEC,8,train,640,1,11.872
C8 8hr 1_png.rf.9Nm17LTxJEYER3hsq1MI.png,HUVEC,8,train,640,1,11.891
Snap-48_154_png.rf.V7qG7LsfdmdR0HUAFpGy.png,SKOV-3,48,train,nativo,1,12.016
A8 8H 2_png.rf.Jysjrtl7lUHCdurIWwdE.png,HUVEC,8,train,nativo,1,12.019
E7 12H 1_png.rf.PoHYxxOK1nnblWJy1poC.png,HUVEC,12,train,nativo,1,12.05
A1 24H 2_png.rf.XERqooMY6dKiS5aPsD5q.png,HUVEC,24,train,nativo,1,12.073
A2 12H 1_png.rf.OJIVQFhGNFY1jVusUDR3.png,HUVEC,12,train,nativo,1,12.121
C4 8H 1_png.rf.OhDSqkiCC7cBz300AryE.png,HUVEC,8,train,nativo,1,12.135
D5 8HR 2_png.rf.P7QsrLpJ4DFTTJhgOjMR.png,HUVEC,8,train,nativo,1,12.173
B2 12hr 1_png.rf.5gyL9evissmrGzsSLEAN.png,HUVEC,12,train,640,1,12.175
D5 8HR 1_png.rf.vyyVbmUWui3Zf5tfphsL.png,HUVEC,8,train,nativo,1,12.176
A5 8HR 2_png.rf.PkgglquFkEZJxKt3zDYh.png,HUVEC,8,train,nativo,1,12.178
C3 12H 2_png.rf.9BFyHnRYAWj09CUpjmbm.png,HUVEC,12,train,nativo,1,12.179
C7 8HR 2_png.rf.2dvwHn7EvY990K3vz72Z.png,HUVEC,8,train,nativo,1,12.21
A4 12HR 1_png.rf.QTYICw9XjNE9ky97j1dh.png,HUVEC,12,train,nativo,1,12.232
A6 12HR 1_png.rf.rzX2QlGaj5WhraPoHbNp.png,HUVEC,12,train,nativo,1,12.236
Snap-52_4_png.rf.QgOXnOk246Qj4V3lKXiq.png,SKOV-3,48,train,nativo,2,12.239
D2 8H 1_png.rf.dmlfRxJCAZ7ighrwgYDZ.png,HUVEC,8,train,nativo,1,12.254
A2 12H 1_png.rf.KiET7Y5y6SYnGfA5kvLD.png,HUVEC,12,train,nativo,1,12.295
E5 12H 1_png.rf.8sspdrcmkdLQ9hLnLrVq.png,HUVEC,12,train,nativo,1,12.337
Snap-52_109_png.rf.uchITFihZ7aBNqGdXlak.png,SKOV-3,24,train,nativo,4,12.344
C2 12HR 2_png.rf.oplRsLQxn4yXEH25o8WX.png,HUVEC,12,train,nativo,1,12.348
E6 12H 2_png.rf.TsrNibUXSGYTAPRKTkyw.png,HUVEC,12,train,nativo,1,12.363
B2 8hr 2_png.rf.cVpeDQhlWEBD1zht7jp9.png,HUVEC,8,train,640,1,12.376
C3 24H 1_png.rf.Ff5U0kH6IFpvS3alXpPn.png,HUVEC,24,train,nativo,1,12.391
D8 8HR 1_png.rf.IJVQBws0SzQ90LsiLaCx.png,HUVEC,8,train,nativo,1,12.419
A2 8H 2_png.rf.kZ7SBz8DB3BAcafMWMxz.png,HUVEC,8,train,nativo,1,12.425
Snap-39_226_png.rf.3eKRFoC6EkRrFYfUCzwm.png,SKOV-3,24,train,nativo,1,12.508
Snap-27_98_png.rf.lZ0XIyhITkksp9eS9PWL.png,SKOV-3,24,train,nativo,1,12.532
A1 12H 2_png.rf.mPIf5FtesN7Js9gYPSKt.png,HUVEC,12,train,nativo,1,12.563
E2 12H 2_png.rf.fbTGkq2d4G0KjXGVXnMl.png,HUVEC,12,train,nativo,1,12.624
E4 8H 1_png.rf.yngxpz19E6gtMv7TZwNY.png,HUVEC,8,train,nativo,1,12.659
C8 8hr 2_png.rf.QKwFigCbMlR5UvD18WdR.png,HUVEC,8,train,640,1,12.685
Snap-37_268_png.rf.N3W1ypt0pMmCc4GIxO5t.png,SKOV-3,72,train,nativo,1,12.689
C3 24H 2_png.rf.OVnzFMX0yCURjr7b0E0V.png,HUVEC,24,train,nativo,1,12.725
C2 8HR 1_png.rf.wLj3o7QBiTw4PQFnhYZK.png,HUVEC,8,train,nativo,1,12.727
B6 24H 2_png.rf.g9EmKb8Cdam9r5SMpZY2.png,HUVEC,24,train,nativo,1,12.777
D1 24H 1_png.rf.OBD2OApvH8j8vOMik7pK.png,HUVEC,24,train,nativo,1,12.803
A2 12hr 1_png.rf.YNt3kQagLoSoQV5wSNXl.png,HUVEC,12,train,640,1,12.804
A1 12H 1_png.rf.kvLVGRHFKPu6WotnBRAH.png,HUVEC,12,train,nativo,2,12.813
E8 8H 2_png.rf.5GUYmQeSRhuOm2CXkDiG.png,HUVEC,8,train,nativo,1,12.838
A2 8H 1_png.rf.3QqxCZ8m0xBtItaJLTd2.png,HUVEC,8,train,nativo,1,12.857
A2 12HR 1_png.rf.oEQlyOq4mvi3JdVRjcDN.png,HUVEC,12,train,nativo,1,12.949
D4 8H 2_png.rf.F1CeZbD8JhhIxg3FDoX3.png,HUVEC,8,train,nativo,1,13.01
A3 24H 1_png.rf.ZNOTbMmKYzpfIiFiyzJl.png,HUVEC,24,train,nativo,1,13.064
B1 12H 1_png.rf.yeNg2GCjWfRngtwXJUie.png,HUVEC,12,train,nativo,1,13.086
C7 8hr 2_png.rf.V0K6p7rMxYZjaTtmW246.png,HUVEC,8,train,640,1,13.096
D4 12H 1_png.rf.UCilzmx4bAo3sipEh0TZ.png,HUVEC,12,train,nativo,1,13.117
B6 8H 2_png.rf.UXJImUaOFc4Vli6PQg2j.png,HUVEC,8,train,nativo,1,13.126
B6 12H 2_png.rf.ZutkmldyzzqngSKDFxC9.png,HUVEC,12,train,nativo,1,13.191
Snap-35_75_png.rf.ZWAOtrcgayqhDponTPfJ.png,SKOV-3,24,train,nativo,3,13.198
B6 8H 1_png.rf.qDArlyAzfww0cgi6FENm.png,HUVEC,8,train,nativo,1,13.246
B4 0H 1_png.rf.Dz8OAD8IKrZ4Bd7eyGpT.png,HUVEC,0,train,nativo,1,13.265
A7 8H 2_png.rf.Z4XPzmz707V96twR8syf.png,HUVEC,8,train,nativo,1,13.277
D2 8H 2_png.rf.ybK76wkRwzDKiZ0L7MiW.png,HUVEC,8,train,nativo,1,13.327
C1 12H 1_png.rf.3eaAz3o1S8lN2vN7cVFf.png,HUVEC,12,train,nativo,1,13.335
Snap-40_236_png.rf.yItOl1do8t3f0fCtVuP1.png,SKOV-3,24,train,nativo,1,13.343
B6 12H 2_png.rf.2PmOlFypgqIOwtOkSoZR.png,HUVEC,12,train,nativo,1,13.377
B5 8H 2_png.rf.SgUUZx4vrliHz3cQhHZG.png,HUVEC,8,train,nativo,1,13.42
A8 12H 1_png.rf.vsP0DPblvSgKVrucYaIO.png,HUVEC,12,train,nativo,1,13.429
B3 24H 2_png.rf.lz3tD9MuGQ7oyICLG9uX.png,HUVEC,24,train,nativo,1,13.44
E5 8H 1_png.rf.5xYSB6ASuppCwHZp8BkN.png,HUVEC,8,train,nativo,1,13.478
A6 8HR 1_png.rf.7Grrv3doO59OSdNxaDbf.png,HUVEC,8,train,nativo,1,13.487
B5 8HR 1_png.rf.GCk3mrv2o7BUwQ2Jvluv.png,HUVEC,8,train,nativo,1,13.506
B2 8hr_1_png.rf.gJVngl5zbziuDPotvty9.png,HUVEC,8,train,640,1,13.536
D5 8H 1_png.rf.8Smwv1CdXBGgbbyDxfuB.png,HUVEC,8,train,nativo,1,13.648
D3 0HR 1_png.rf.qw9FMyUJOaS44J6sP1Ql.png,HUVEC,0,train,nativo,1,13.668
D2 12H 2_png.rf.ACOvW3ReDoIcqLBcUAWq.png,HUVEC,12,train,nativo,1,13.744
A2 12HR 2_png.rf.tXrld1QaxXbx1JWZQy7N.png,HUVEC,12,train,nativo,1,13.779
D4 8H 1_png.rf.qIcVbJAcG1YNBugruxMI.png,HUVEC,8,train,nativo,1,13.781
D6 0HR 2_png.rf.poe4ZabzUgeIVciNuuZd.png,HUVEC,0,train,nativo,1,13.787
A4 8HR 2_png.rf.FrebrKnoGJAi62YqwG10.png,HUVEC,8,train,nativo,1,13.801
B4 8H 2_png.rf.JLOE0R7PHObSGtKZkOIy.png,HUVEC,8,train,nativo,1,13.804
B1 8H 1_png.rf.1wxeEsithaDZPrKbJIk8.png,HUVEC,8,train,nativo,1,13.835
B8 0hr 1_png.rf.Y8HPYsGls33ML8N4xLQ9.png,HUVEC,0,train,640,1,13.843
Snap-44_36_png.rf.TROYQwK4sRxpgSs22NpY.png,SKOV-3,48,train,nativo,1,13.844
B6 12H 1_png.rf.TVdjz6cp4LXRKZDaIkDu.png,HUVEC,12,train,nativo,1,13.872
